Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
ERIONITE,CLINOHEDRITE,TREMOLITE,4728.1,78.48100000000001
BROOKITE,BORAX,ENSTATITE,12363.89,143.8389
SENARMONTITE,ENSTATITE,TREMOLITE,10185,116.05
CHRYSOBERYL,HOWLITE,ENSTATITE,17357.54,197.5754
RUBY,DATOLITE,HOPEITE,19537.19,199.87189999999998
CLINOPTILOLITE,STELLERITE,CLINOHEDRITE,31389.23,307.79229999999995
DEMANTOID,CLINOHEDRITE,MARCASITE,17600.74,186.7074
TREMOLITE,PARASYMPLESITE,HEMATITE,18726.72,191.5672
ROSASITE,CHLORITE,NICKELINE,9606.46,101.76459999999999
ERIONITE,SCHORL,BASALT,32271.82,328.31820000000005
ARFVEDSONITE,MARCASITE,PUCHERITE,4319.09,55.8909
RHODIZITE,SYLVITE,SAINFELDITE,28663.01,298.9301
BOURNONITE,BERLINITE,TREMOLITE,9590.44,115.7044
PYROMORPHITE,ARSENIC,TALC,6770.28,77.30279999999999
STELLERITE,TALC,BORNITE,23485.88,256.8588
BORAX,SILVER,ARAGONITE,11430.59,123.50590000000001
MALACHITE,DATOLITE,SUNSTONE,4176.49,66.9649
BERLINITE,SMITHSONITE,HUMITE,237,11.670000000000002
MELANOPHLOGITE,HEULANDITE,PYROAURITE,11974.84,134.7484
NEPHELINE,CLINOPTILOLITE,ANDALUSITE,21878.79,226.4879
GAYLUSSITE,PARAVAUXITE,KOVDORSKITE,3270.79,45.2079
PYROMORPHITE,COAL,HEMATITE,12746.09,159.1609
ARAGONITE,NICKELINE,SELENITE,10022.62,106.3262
HUREAULITE,CHLORITE,GIBBSITE,12050.57,122.50569999999999
HOWLITE,TAAFFEITE,ARTINITE,6747.01,81.4701
PARISITE,PYROAURITE,NICKELINE,30857.79,312.0779
GEODES,SCHORL,TAAFFEITE,23550.59,248.4059
KOVDORSKITE,ARAGONITE,ARSENIC,11641.76,121.0176
GORMANITE,BROOKITE,MELANOPHLOGITE,10189.62,114.9962
ILVAITE,PARISITE,HUMITE,14525.35,163.9535
BROOKITE,BORAX,RHODIZITE,7965.98,77.15979999999999
ALBITE,SYLVITE,DESCLOIZITE,13426.47,142.3647
CHRYSOBERYL,BARATOVITE,ALBITE,21332.63,219.0263
STURMANITE,GEODES,ANDALUSITE,3939.35,44.69349999999999
STELLERITE,CHRYSOBERYL,SUNSTONE,45828.74,476.8874
DATOLITE,CARNOTITE,DESCLOIZITE,4844.55,37.1455
ARFVEDSONITE,CLINOPTILOLITE,ALMANDINE,24739.76,266.8976
BLODITE,SEMSEYITE,KOVDORSKITE,26494.3,258.34299999999996
HEMATITE,ACANTHITE,STELLERITE,10749.83,121.6983
COAL,ANDESINE,SUNSTONE,8046.74,96.1674
ARTINITE,FLUORAPATITE,GEODES,7382.5,88.625
BOURNONITE,MARCASITE,SYLVITE,3117.68,30.1768
ALMANDINE,HOPEITE,OSUMILITE,16981.11,181.3111
STELLERITE,MARCASITE,ALMANDINE,4968.5,50.985
ANTIMONY,BERLINITE,KOVDORSKITE,2504.48,47.644800000000004
BORNITE,HOWLITE,SYLVITE,4396.9,26.268999999999995
CHLORITE,TELLURIUM,CORDYLITE,21059.53,210.09529999999998
ANDERSONITE,SILICATES,ROSASITE,12069.37,121.2937
DEMANTOID,PLATINUM,ALTAITE,24967.33,262.9733
GAYLUSSITE,PARISITE,BASALT,15333.03,167.1303
TELLURIUM,ANDERSONITE,GMELINITE,15826.7,164.867
CHRYSOBERYL,BIF,ANTIMONY,7542.82,94.82820000000001
ROSE_QUARTZ,PARISITE,BARATOVITE,4767.87,51.1787
ARTINITE,ICE,SEMSEYITE,13323.15,143.83149999999998
ROSASITE,NICKELINE,COAL,12739.3,134.993
PYROMORPHITE,TAAFFEITE,PUCHERITE,8558.75,94.0875
SINHALITE,SENARMONTITE,RHODIZITE,6639.57,79.99569999999999
HUMITE,TREMOLITE,SULFUR,20568.98,208.6898
GMELINITE,SCHORL,BLODITE,8540.39,94.20389999999999
SILICATES,SILVER,ENSTATITE,11624.92,124.0492
FLUORAPATITE,TAAFFEITE,TREMOLITE,1738.42,29.8842
HOPEITE,COAL,BERLINITE,13570.94,143.3094
TAAFFEITE,GIBBSITE,ANTIMONY,10427.39,114.4739
KUNZITE,HOPEITE,BORAX,10311.55,95.5155
GAYLUSSITE,ENSTATITE,SENARMONTITE,16419.12,168.9912
BARATOVITE,ALBITE,SULFUR,2106.54,13.5654
BLODITE,ALBITE,SUNSTONE,13935.63,150.8563
PLATINUM,HOWLITE,ACANTHITE,15386.51,154.4651
KUNZITE,HUREAULITE,SINHALITE,5532.12,68.0212
DATOLITE,NEPHELINE,ACANTHITE,4769.01,63.5901
COAL,CARNOTITE,CUBANITE,10745.78,129.05780000000001
CLINOPTILOLITE,TREMOLITE,GORMANITE,19617.36,204.4736
SINHALITE,BERLINITE,SCHORL,33917.43,363.9743
DATOLITE,HINSDALITE,THOMSONITE,12100.59,138.0059
SUNSTONE,KOVDORSKITE,SENARMONTITE,5690.01,82.3001
CLINOPTILOLITE,SEMSEYITE,KOVDORSKITE,3282.04,33.8204
ALTAITE,ILVAITE,PERIDOT,5578.76,70.58760000000001
GIBBSITE,PARASYMPLESITE,ANDERSONITE,4634.28,43.142799999999994
MALACHITE,DIOPSIDE,OSUMILITE,6974.39,85.9439
PHLOGOPITE,HOWLITE,ROSASITE,453,19.63
CACOXENITE,THOMSONITE,GAYLUSSITE,3154.32,43.6432
PYROMORPHITE,STELLERITE,ICE,33230.09,344.30089999999996
DIOPSIDE,ANTIMONY,HOWLITE,10978.52,112.0852
ARFVEDSONITE,HOWLITE,ACANTHITE,27442.23,292.7223
BORAX,HOWLITE,PUCHERITE,8261.97,79.8197
HUMITE,BLODITE,HOWLITE,4143.97,47.7397
SENARMONTITE,DEMANTOID,ALTAITE,11315.27,118.95270000000001
BORAX,HEULANDITE,OSUMILITE,12346.73,141.3673
ANDALUSITE,CLINOPTILOLITE,SENARMONTITE,10892.06,125.0206
COAL,ICE,HOWLITE,1382.11,26.4211
CHLORITE,PARASYMPLESITE,ALMANDINE,4792.03,76.2203
COAL,HUREAULITE,MARCASITE,8764.22,101.64219999999999
THOMSONITE,KOTTIGITE,CUBANITE,15253.06,167.4306
STURMANITE,HEMATITE,SMITHSONITE,8225.3,98.85299999999998
STURMANITE,RUBY,DATOLITE,13047.76,139.0776
SYLVITE,PYROMORPHITE,TAAFFEITE,16825.39,188.7539
SEMSEYITE,CORDYLITE,GIBBSITE,487.75,13.5775
SILVER,ARFVEDSONITE,CHRYSOBERYL,24718.92,258.18919999999997
PARASYMPLESITE,BLODITE,MARCASITE,5191.44,46.514399999999995
OBSIDIAN,SILICATES,KOVDORSKITE,12306.87,137.2687
PARISITE,DESCLOIZITE,GORMANITE,6138.84,70.3884
MARCASITE,BARATOVITE,KOTTIGITE,18557.74,188.7774
KUNZITE,RUBY,HOPEITE,25791.13,269.5113
SILVER,GMELINITE,OSUMILITE,17132,187.51999999999998
MALACHITE,THOMSONITE,ALBITE,32090.1,339.401
BORAX,ROSASITE,BARATOVITE,7606.82,74.2682
MELANOPHLOGITE,STELLERITE,ILVAITE,8425.98,110.7598
BARATOVITE,DESCLOIZITE,SINHALITE,2704.35,39.543499999999995
SINHALITE,BARATOVITE,TREMOLITE,11735.15,138.2515
BASALT,PHOSPHATES,SCHORL,29734.54,327.5454
PYROAURITE,ARAGONITE,MELANOPHLOGITE,5624.42,50.3442
CORDYLITE,GMELINITE,CHRYSOBERYL,2217.24,38.3724
HUMITE,HEULANDITE,PYROMORPHITE,20567.56,215.0756
HUMITE,BERLINITE,PERIDOT,31131.95,316.4195
ALTAITE,MALACHITE,CACOXENITE,32358.17,311.28169999999994
OSUMILITE,NICKELINE,GIBBSITE,46767.99,499.2799
TELLURIUM,SILVER,DIAMOND,11349.46,128.8946
GIBBSITE,ICE,NEPTUNITE,12395.65,137.9565
PHOSPHATES,MALACHITE,DESCLOIZITE,24329.6,255.696
ICE,HOPEITE,OBSIDIAN,12368.08,140.6808
PARASYMPLESITE,PYROMORPHITE,ALTAITE,6902.52,84.8252
CLINOPTILOLITE,BORAX,ERIONITE,4335.29,50.8529
DIAMOND,BARATOVITE,NICKELINE,24884.64,255.04639999999998
GAYLUSSITE,ALBITE,NEPTUNITE,12181.31,119.7131
RUBY,BLODITE,PARASYMPLESITE,217.02,0.2702
TREMOLITE,SENARMONTITE,ARFVEDSONITE,3511.73,41.3173
ILVAITE,ARSENIC,SCORODITE,19391,204.71
SELENITE,DEMANTOID,OBSIDIAN,24966.52,269.5652
ARAGONITE,CHRYSOBERYL,SULFUR,7847.34,67.7734
BORAX,PARASYMPLESITE,SYLVITE,1154.4,18.544
ALTAITE,SINHALITE,THOMSONITE,7057.19,88.3719
THOMSONITE,ENSTATITE,HOPEITE,14046.35,161.5635
PARAVAUXITE,PYROAURITE,ALTAITE,3507.55,41.475500000000004
BOURNONITE,SEMSEYITE,COAL,10409.25,121.5925
SILVER,CARNOTITE,TELLURIUM,8973.28,94.43280000000001
NICKELINE,HOPEITE,ANDERSONITE,24729.73,254.9973
CLINOHEDRITE,NEPTUNITE,NICKELINE,12825.6,147.056
SILVER,HOWLITE,NEPTUNITE,8687.05,86.7705
DIAMOND,BIF,CUMMINGTONITE,1118.76,27.7876
THOMSONITE,ACANTHITE,HOPEITE,10244.37,96.7437
ERIONITE,OBSIDIAN,GAYLUSSITE,17649.16,182.79160000000002
HEULANDITE,CACOXENITE,PHLOGOPITE,4347.89,35.27890000000001
CUMMINGTONITE,GAYLUSSITE,ICE,616.97,22.7697
BROOKITE,BOURNONITE,TELLURIUM,3605.93,37.0593
THOMSONITE,OBSIDIAN,BERLINITE,5028.81,67.58810000000001
PARISITE,TELLURIUM,ROSASITE,3777.37,46.1737
PYROMORPHITE,ICE,MELANOPHLOGITE,19335.49,204.4549
SUNSTONE,CLEAVELANDITE,MALACHITE,14768.64,130.6864
ARAGONITE,BIF,OSUMILITE,17105.69,172.8569
CLEAVELANDITE,PHOSPHATES,CHLORITE,2610.27,43.0027
HOWLITE,BORAX,PARASYMPLESITE,39656.79,410.4679
MARCASITE,SILICATES,HOWLITE,36594.23,369.44230000000005
HOWLITE,ARSENIC,ARFVEDSONITE,8329.87,93.49870000000001
ARTINITE,BASALT,GIBBSITE,13597.26,141.4726
SILVER,HINSDALITE,GEODES,9254.14,107.4414
ROSE_QUARTZ,STURMANITE,TAAFFEITE,2727.18,53.1718
OSUMILITE,CACOXENITE,ARAGONITE,6100.83,85.4083
PHLOGOPITE,PLATINUM,SILICATES,23137,237.37
CACOXENITE,SULFUR,PUCHERITE,6702.42,81.22420000000001
CACOXENITE,SEMSEYITE,THOMSONITE,2874.33,36.143299999999996
PARAVAUXITE,PHLOGOPITE,PHOSPHATES,3964.91,47.2491
RHODIZITE,NICKELINE,ARAGONITE,9377.63,102.57629999999999
SENARMONTITE,NICKELINE,TALC,27780.05,278.9005
SEMSEYITE,ALTAITE,SMITHSONITE,14991.18,154.9118
GMELINITE,GAYLUSSITE,ALMANDINE,19446.5,206.465
NICKELINE,ICE,BROOKITE,7342.42,89.0242
THOMSONITE,CACOXENITE,ARAGONITE,29094.37,288.5437
ANDESINE,STURMANITE,CLINOPTILOLITE,8476.28,93.06280000000001
THOMSONITE,SAINFELDITE,PARASYMPLESITE,1832.99,32.929899999999996
HEULANDITE,SAINFELDITE,SCORODITE,20328.56,232.68560000000002
FLUORAPATITE,ARTINITE,BERLINITE,11016.03,119.86030000000001
DEMANTOID,TALC,MALACHITE,15524.64,164.8464
CUBANITE,CACOXENITE,CHLORITE,9589.4,105.094
NEPTUNITE,OSUMILITE,SUNSTONE,3100.29,27.1029
SINHALITE,HEMATITE,SYLVITE,37046.22,378.0622
CLINOPTILOLITE,CUBANITE,SAINFELDITE,3116.5,42.065
DIOPSIDE,BIF,HOPEITE,7287.83,79.3783
MARCASITE,PHOSPHATES,BASALT,31929.44,317.4944
MALACHITE,FLUORAPATITE,ANDESINE,1048.08,42.380799999999994
ARTINITE,NICKELINE,HEMATITE,26491.52,279.51520000000005
HUREAULITE,ALTAITE,SYLVITE,2168.53,35.4853
NICKELINE,HUREAULITE,ARTINITE,24546.79,248.5679
GEODES,KUNZITE,SELENITE,4307.04,58.1704
SILICATES,HUMITE,NEPHELINE,6534.2,91.94200000000001
SUNSTONE,BORNITE,BLODITE,9124.16,97.94160000000001
PYROMORPHITE,TELLURIUM,SELENITE,3781.87,56.7187
THOMSONITE,KOVDORSKITE,ARFVEDSONITE,2760.55,44.5055
CLEAVELANDITE,SULFUR,SELENITE,20234.37,228.44369999999998
HOPEITE,ILVAITE,OSUMILITE,279.94,6.8994
THOMSONITE,SULFUR,ILVAITE,1624.41,12.5441
HEMATITE,KOVDORSKITE,BLODITE,1257.02,20.0702
HINSDALITE,SAINFELDITE,ARSENIC,6969.35,72.3935
ANDESINE,ALBITE,CACOXENITE,4290.17,57.9017
CACOXENITE,RHODIZITE,SCHORL,10235.58,121.8558
HINSDALITE,CHLORITE,CUMMINGTONITE,5662.36,57.623599999999996
SENARMONTITE,FLUORAPATITE,GMELINITE,133.09,31.8309
RUBY,NEPHELINE,ALTAITE,1982.23,35.3223
NICKELINE,ANDALUSITE,KUNZITE,22700.19,243.40189999999998
DESCLOIZITE,ACANTHITE,SMITHSONITE,2932.72,56.727199999999996
ENSTATITE,SMITHSONITE,ANDALUSITE,11056.73,102.36729999999999
TREMOLITE,BORAX,PHOSPHATES,1903.84,38.538399999999996
ARTINITE,GMELINITE,DIOPSIDE,4707.68,44.476800000000004
CHRYSOBERYL,PARASYMPLESITE,TELLURIUM,2130.08,30.000799999999998
PERIDOT,GMELINITE,BOLEITE,14217.24,133.3724
ERIONITE,STURMANITE,BORAX,1448.33,21.2833
ICE,SILVER,NEPHELINE,13869.68,160.7968
HUREAULITE,ANTIMONY,RHODIZITE,14351.67,153.01670000000001
DEMANTOID,BASALT,CLINOPTILOLITE,354.12,15.6412
TALC,CORDYLITE,NEPHELINE,18492.09,196.52089999999998
ALTAITE,BLODITE,HINSDALITE,35405.48,372.05480000000006
CACOXENITE,GAYLUSSITE,KOTTIGITE,4297.51,53.27510000000001
BOLEITE,SYLVITE,CUBANITE,5084.83,55.9483
PARISITE,PLATINUM,NICKELINE,124.45,21.3445
BORAX,NEPTUNITE,PYROAURITE,25868.83,270.78830000000005
CUMMINGTONITE,ARTINITE,THOMSONITE,1153.11,19.8311
SAINFELDITE,HUMITE,HOPEITE,5721.14,55.91140000000001
SUNSTONE,PARAVAUXITE,GORMANITE,13446.1,153.561
ROSASITE,PYROAURITE,DIOPSIDE,10406.33,114.0633
CACOXENITE,CUMMINGTONITE,HEMATITE,21.42,3.8142
TREMOLITE,KUNZITE,SILVER,5054.5,60.445
CUMMINGTONITE,HUMITE,RHODIZITE,14145.76,147.6576
HOPEITE,CLINOPTILOLITE,TELLURIUM,15563.01,166.6301
ANDESINE,HUREAULITE,PHOSPHATES,17829.48,194.8948
CLINOHEDRITE,GORMANITE,DESCLOIZITE,23815.87,261.0587
DIAMOND,BORAX,DATOLITE,5518.49,62.1849
PYROMORPHITE,ALBITE,ACANTHITE,11429.81,141.29809999999998
BROOKITE,ARSENIC,NEPHELINE,17076.31,172.4631
PARASYMPLESITE,CUMMINGTONITE,SUNSTONE,2164.32,37.343199999999996
GORMANITE,SULFUR,ALBITE,1009.73,7.8973
ARFVEDSONITE,ANDERSONITE,GAYLUSSITE,14560.99,151.00990000000002
HEULANDITE,TREMOLITE,KUNZITE,800.5,28.105000000000004
CORDYLITE,DIAMOND,BOURNONITE,21523.61,243.2361
GIBBSITE,FLUORAPATITE,SENARMONTITE,17840.08,194.3008
HUMITE,SINHALITE,GEODES,17199.46,185.69459999999998
SILVER,NICKELINE,KOTTIGITE,22409.05,223.4905
SILICATES,PUCHERITE,CLINOHEDRITE,18995.55,201.9555
ALBITE,PYROMORPHITE,TELLURIUM,6611.06,80.7106
ARFVEDSONITE,NEPTUNITE,PARASYMPLESITE,14188.74,138.08739999999997
HEMATITE,BLODITE,SEMSEYITE,682.47,13.9247
HOPEITE,PHOSPHATES,CLINOPTILOLITE,30125.32,311.15319999999997
COAL,SCHORL,BLODITE,24406.94,263.1694
SELENITE,STELLERITE,ICE,34169.11,359.9911
PYROAURITE,PYROMORPHITE,RHODIZITE,20127.32,216.2732
NEPHELINE,TELLURIUM,OBSIDIAN,8516.74,115.4674
CUBANITE,STELLERITE,TELLURIUM,4110.07,41.8007
GEODES,KUNZITE,CLINOHEDRITE,4285.67,58.1567
GAYLUSSITE,GMELINITE,OSUMILITE,21100.91,239.4091
BOURNONITE,DEMANTOID,BARATOVITE,27529.26,286.2926
CUMMINGTONITE,PUCHERITE,CACOXENITE,12075.11,124.5511
ICE,SINHALITE,SENARMONTITE,2521.99,51.6199
ENSTATITE,THOMSONITE,SUNSTONE,9682.76,96.5276
KOVDORSKITE,BARATOVITE,GIBBSITE,5807.62,59.6762
PYROMORPHITE,CLEAVELANDITE,ANDESINE,4814.87,60.1487
GMELINITE,CUMMINGTONITE,HOPEITE,6356.06,78.6606
CUBANITE,COAL,ROSE_QUARTZ,12676.74,123.56739999999999
ROSASITE,PERIDOT,CLEAVELANDITE,6416.3,68.663
SAINFELDITE,SILVER,NICKELINE,7715.32,87.0532
BARATOVITE,CHRYSOBERYL,PERIDOT,17107.35,178.27349999999998
NEPTUNITE,FLUORAPATITE,SULFUR,16005.19,164.45190000000002
SILICATES,RHODIZITE,OBSIDIAN,3393.33,28.033300000000004
COAL,GMELINITE,NEPTUNITE,3574.67,57.746700000000004
PLATINUM,MALACHITE,GEODES,7755.62,89.95620000000001
ROSE_QUARTZ,NEPTUNITE,KOVDORSKITE,1675.11,25.1511
SAINFELDITE,BORNITE,STURMANITE,40198.73,415.8873
PARISITE,NEPHELINE,TALC,19450.43,211.5043
OSUMILITE,ROSASITE,HEMATITE,7672.29,111.3229
KOVDORSKITE,PERIDOT,BERLINITE,3669.08,49.690799999999996
ARSENIC,PARAVAUXITE,BORNITE,1566.16,23.2616
PYROAURITE,PARISITE,BROOKITE,12948.48,141.9848
MELANOPHLOGITE,BLODITE,PHOSPHATES,8145.28,63.452799999999996
ARSENIC,OSUMILITE,PYROAURITE,35808.11,360.3811
HOPEITE,SELENITE,HUMITE,13059.62,140.99620000000002
SMITHSONITE,DATOLITE,BASALT,13174.71,127.94709999999999
CARNOTITE,HEULANDITE,HINSDALITE,16729.14,174.1914
GEODES,PYROAURITE,PUCHERITE,11870.39,112.6039
HEMATITE,ACANTHITE,FLUORAPATITE,22646.36,226.76360000000003
KOTTIGITE,ALTAITE,NEPHELINE,6322.14,83.9214
ALBITE,BOURNONITE,BORAX,18038.39,190.6839
PERIDOT,SYLVITE,DIAMOND,46983.73,477.5373
GIBBSITE,PERIDOT,TALC,536.77,11.767700000000001
HUMITE,PARASYMPLESITE,BORAX,17308.1,169.981
ANTIMONY,BIF,HUREAULITE,17549.49,191.79490000000004
PLATINUM,PERIDOT,HINSDALITE,26631.57,275.5157
SCORODITE,SAINFELDITE,FLUORAPATITE,9316.72,100.3672
ICE,BORAX,ARFVEDSONITE,1454.34,37.6434
FLUORAPATITE,CLEAVELANDITE,KUNZITE,34677.19,343.37190000000004
ROSASITE,KOVDORSKITE,FLUORAPATITE,6734.79,80.8479
PYROAURITE,KUNZITE,PLATINUM,11148.52,122.38520000000001
STELLERITE,ARAGONITE,CORDYLITE,18362.28,199.62279999999998
PLATINUM,SINHALITE,ERIONITE,12010.64,136.1064
CHRYSOBERYL,BROOKITE,ARTINITE,2175.87,31.558699999999998
ERIONITE,PARAVAUXITE,DEMANTOID,1502.97,23.329700000000003
ANDERSONITE,CUBANITE,SINHALITE,17115.83,180.05830000000003
TREMOLITE,CUMMINGTONITE,BOLEITE,10180.09,116.2009
SINHALITE,MALACHITE,ROSASITE,3739.25,60.4925
ILVAITE,STELLERITE,ACANTHITE,11518.26,126.08260000000001
NEPHELINE,CLINOPTILOLITE,SCHORL,3950.77,39.7077
CHRYSOBERYL,SMITHSONITE,BARATOVITE,23959.5,244.795
CLINOHEDRITE,PHLOGOPITE,SILVER,6391.91,69.7191
SYLVITE,CHLORITE,PLATINUM,2449.08,36.9908
ANDALUSITE,RHODIZITE,ILVAITE,19767.28,196.9728
HINSDALITE,HEULANDITE,BLODITE,5871.5,73.515
STURMANITE,ANDERSONITE,ENSTATITE,3042.17,27.3217
SCHORL,BORNITE,BOLEITE,8079.15,87.4915
HINSDALITE,ROSE_QUARTZ,SUNSTONE,6354.6,80.346
MARCASITE,SULFUR,ICE,3482.15,24.0215
THOMSONITE,BARATOVITE,ERIONITE,522.09,10.1209
KOTTIGITE,NEPTUNITE,ROSASITE,82,0.82
BARATOVITE,SCHORL,COAL,7363.57,74.8357
SMITHSONITE,ILVAITE,GAYLUSSITE,2028.3,40.083
ANDESINE,CUMMINGTONITE,DIAMOND,12026.09,132.86090000000002
ICE,TELLURIUM,TREMOLITE,154.16,16.0416
PUCHERITE,RUBY,PYROAURITE,11755.41,124.1541
TELLURIUM,SILICATES,ANTIMONY,25862.28,268.8228
ALBITE,KOVDORSKITE,GEODES,9442.52,106.7252
PARISITE,STELLERITE,CORDYLITE,8798.41,88.2841
THOMSONITE,SENARMONTITE,CLINOHEDRITE,20428.24,222.38240000000002
PLATINUM,GEODES,ALBITE,9649.93,108.7993
PARASYMPLESITE,BIF,SAINFELDITE,13071.62,145.9162
SINHALITE,OBSIDIAN,ACANTHITE,20403.53,207.3353
ARAGONITE,BIF,CLINOPTILOLITE,13488.48,153.58479999999997
KOTTIGITE,PYROMORPHITE,NEPHELINE,18186.95,183.16950000000003
GEODES,BARATOVITE,TAAFFEITE,26055.38,276.65380000000005
ACANTHITE,STELLERITE,DEMANTOID,15211.79,167.3179
CLINOHEDRITE,BERLINITE,STELLERITE,24806.96,245.56959999999998
CHRYSOBERYL,ROSE_QUARTZ,HEULANDITE,25061.25,253.01250000000002
NEPTUNITE,HINSDALITE,KOTTIGITE,13500.16,136.20159999999998
GMELINITE,BORAX,RHODIZITE,5711.19,79.61189999999999
BOLEITE,ICE,SYLVITE,27679.77,286.09770000000003
COAL,RHODIZITE,PHOSPHATES,19240.65,191.70650000000003
ALBITE,ENSTATITE,DEMANTOID,6883.81,65.1381
SYLVITE,HINSDALITE,STELLERITE,7068.05,89.98049999999999
KOTTIGITE,ENSTATITE,GORMANITE,5400.06,69.5006
PARASYMPLESITE,ANDERSONITE,NICKELINE,7809.05,83.49050000000001
NEPHELINE,CACOXENITE,CLINOPTILOLITE,2763.61,35.3361
CORDYLITE,PERIDOT,BARATOVITE,25003.61,283.1361
PARASYMPLESITE,THOMSONITE,ERIONITE,3923.35,50.033500000000004
HEMATITE,SCHORL,MELANOPHLOGITE,4217.02,56.470200000000006
NEPHELINE,ALTAITE,COAL,29840.92,317.5092
PARISITE,BOURNONITE,HINSDALITE,1719.47,37.0947
RHODIZITE,PYROMORPHITE,HUMITE,13403.84,145.6384
BIF,ERIONITE,CACOXENITE,4220.91,36.3091
CORDYLITE,PYROMORPHITE,MELANOPHLOGITE,18195.61,183.15609999999998
STURMANITE,KOVDORSKITE,PLATINUM,5098.6,66.786
SEMSEYITE,BERLINITE,NICKELINE,15881.5,164.715
HUMITE,THOMSONITE,ARAGONITE,3049.58,30.4958
BORAX,NEPTUNITE,MALACHITE,5004.41,50.2441
ARTINITE,TAAFFEITE,BORAX,24062.98,258.1298
ALTAITE,MELANOPHLOGITE,SUNSTONE,7434.63,69.3463
PYROAURITE,NICKELINE,ANDALUSITE,15553.56,179.4356
GAYLUSSITE,BERLINITE,SCHORL,6038.75,68.28750000000001
CORDYLITE,TREMOLITE,SUNSTONE,16356.39,151.3639
GIBBSITE,BOURNONITE,NEPTUNITE,1693.63,14.436300000000003
PUCHERITE,BORAX,PLATINUM,1752.15,30.9215
GIBBSITE,NICKELINE,SEMSEYITE,5507.51,61.2751
CACOXENITE,DATOLITE,HUREAULITE,1408.82,5.588199999999999
PERIDOT,DESCLOIZITE,TAAFFEITE,8942.45,103.12450000000001
CUBANITE,ANTIMONY,SILVER,18241.42,218.9142
CACOXENITE,DIOPSIDE,HINSDALITE,17209.74,184.49740000000003
TAAFFEITE,RHODIZITE,ARSENIC,29199.45,302.09450000000004
CARNOTITE,OSUMILITE,CUBANITE,2753.84,26.9384
SENARMONTITE,PHLOGOPITE,ARSENIC,14139.48,154.8948
HUMITE,HOWLITE,OBSIDIAN,22269.89,231.69889999999998
CHLORITE,HUREAULITE,NEPHELINE,5350.09,65.0009
STURMANITE,ILVAITE,SCORODITE,522.12,28.0212
PERIDOT,ALBITE,ARAGONITE,2138.5,21.985000000000003
STURMANITE,DIAMOND,ERIONITE,485.24,9.4524
PHLOGOPITE,ERIONITE,THOMSONITE,1387.06,22.970599999999997
STURMANITE,STELLERITE,BOURNONITE,7790.24,99.4024
PLATINUM,ARFVEDSONITE,SENARMONTITE,19042.36,185.4236
PYROMORPHITE,HUMITE,OBSIDIAN,25503.21,266.4321
GORMANITE,PARAVAUXITE,ROSE_QUARTZ,30095.3,307.15299999999996
SMITHSONITE,ERIONITE,PHLOGOPITE,7323.75,77.9375
SENARMONTITE,PARAVAUXITE,ERIONITE,27029.62,287.4962
KOVDORSKITE,SUNSTONE,KUNZITE,17456.97,178.5697
TELLURIUM,HUREAULITE,RUBY,14197.31,140.9731
ICE,BARATOVITE,ERIONITE,824.12,38.6412
HOWLITE,RHODIZITE,MARCASITE,12849.23,144.3923
GEODES,SILICATES,ALMANDINE,18105.74,197.45740000000004
ANDERSONITE,STELLERITE,ALMANDINE,911.76,33.617599999999996
ERIONITE,SELENITE,PLATINUM,10050.12,94.00120000000001
BARATOVITE,PYROMORPHITE,ARFVEDSONITE,12681.46,138.6146
PUCHERITE,SULFUR,STELLERITE,17025.42,169.85419999999996
KUNZITE,ILVAITE,KOTTIGITE,22509.17,242.79169999999996
SCHORL,DESCLOIZITE,ENSTATITE,11358.28,130.7828
SINHALITE,CHLORITE,PARISITE,9126.37,100.36370000000001
KOTTIGITE,BORAX,PERIDOT,24951.08,282.4108
GIBBSITE,CLEAVELANDITE,ARAGONITE,6970.53,73.2053
RHODIZITE,PARISITE,HEULANDITE,2748.71,39.1871
TREMOLITE,SYLVITE,DESCLOIZITE,6142.14,69.7214
CORDYLITE,MARCASITE,MALACHITE,17542.07,183.32070000000002
PERIDOT,ILVAITE,BORAX,13464.28,154.5428
NEPTUNITE,CACOXENITE,ANTIMONY,8662.59,87.2259
NEPHELINE,PHOSPHATES,SENARMONTITE,21310.91,233.90910000000002
SAINFELDITE,BOLEITE,BIF,9912.22,99.62219999999999
ARAGONITE,NICKELINE,SINHALITE,6617.48,84.47479999999999
ANDESINE,PARASYMPLESITE,BORAX,14098.94,152.38940000000002
SILVER,GEODES,RUBY,6160.67,74.7067
DIAMOND,STURMANITE,CARNOTITE,25059.84,255.2984
HEULANDITE,STURMANITE,HEMATITE,21114.33,222.04330000000002
BORNITE,ACANTHITE,CLEAVELANDITE,488.64,18.386400000000002
DEMANTOID,HEMATITE,SCHORL,4589.99,64.7999
BIF,BROOKITE,ANDALUSITE,819.08,23.2908
HEMATITE,SAINFELDITE,GEODES,18392.27,177.7227
HUREAULITE,ALTAITE,ALBITE,14378.88,134.38879999999997
DIOPSIDE,ANDALUSITE,TREMOLITE,22292.92,247.52919999999997
PHOSPHATES,GIBBSITE,SENARMONTITE,20135.75,218.2575
OSUMILITE,PYROMORPHITE,GMELINITE,761.45,18.7145
DIAMOND,ILVAITE,PARISITE,19532.57,196.02569999999997
ALMANDINE,MARCASITE,SULFUR,1680.39,31.103900000000003
